Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
DRK11,Low Fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,8.21,0.010762387,149.5392,2004,1789.6704
FDX37,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,16.2,0.063127333,100.47,1999,1597.92
FDF05,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,17.5,0.02687089,264.491,1997,3681.874
FDW36,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.099681705,107.4622,1985,317.5866
FDI04,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,13.65,0.072898645,198.1426,2004,1977.426
FDU38,Low Fat,Dairy,OUT035,Supermarket Type1,Small,Tier 2,10.8,0.082534287,191.1504,2004,4410.2592
FDY28,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,7.47,0.152024355,211.8218,1987,1496.0526
FDP20,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,19.85,0.045669236,126.402,1997,1012.016
FDR45,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,10.8,0.028988288,239.2222,1999,6692.6216
NCC42,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,15,0.044908404,140.2838,1997,1404.838
FDC41,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.6,0.117095014,78.067,1999,1148.505
FDA10,LF,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.248301532,124.1072,1985,245.0144
FDZ58,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.091354948,122.3072,1985,122.5072
FDW35,Low Fat,Breads,OUT035,Supermarket Type1,Small,Tier 2,10.6,0.011087128,41.4454,2004,1468.089
FDX32,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,15.1,0.099839365,143.3786,2004,1733.7432
FDK40,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,7.035,0.021938404,264.691,2009,5785.802
FDP28,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,13.65,0.080640478,262.6936,1997,4175.8976
NCL42,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,18.85,0.040338009,246.7144,1987,6615.3888
DRB13,Regular,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,6.115,0.007043008,190.353,2004,569.259
FDC33,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,8.96,0.069219165,196.5768,2009,2759.0752
FDO58,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,19.6,0.039569689,165.9526,2004,2631.2416
NCE19,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,8.97,0.09301462,52.7956,1997,1037.3164
FDF52,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.3,0.066887123,183.9292,1999,3283.7256
FDY04,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,17.7,0.042468413,162.421,2004,1468.089
DRF49,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,7.27,0.071188446,111.9518,1999,1138.518
FDV28,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,16.1,0.159595473,32.8558,1987,339.558
FDE33,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.086905536,78.8644,1985,314.2576
FDQ37,Low Fat,Breakfast,OUT013,Supermarket Type1,High,Tier 3,20.75,0.089186387,193.3478,1987,6006.1818
NCG30,LF,Household,OUT046,Supermarket Type1,Small,Tier 1,20.2,0.112321218,123.6046,1997,2988.1104
FDG57,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,14.7,0.072592873,48.5034,2009,874.8612
FDU60,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,20,0.059889718,168.5132,2004,2874.9244
FDB12,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,11.15,0.105736638,104.4648,2009,2181.1608
FDD53,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,16.2,0.044291251,43.3454,1999,503.3448
FDI44,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,16.1,0.100388706,76.0328,1999,1853.5872
FDW56,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.070556945,191.2162,1985,7504.2318
FDA01,Regular,Canned,OUT018,Supermarket Type2,Medium,Tier 3,15,0.054599767,59.4904,2009,644.4944
FDG47,Low Fat,Starchy Foods,OUT013,Supermarket Type1,High,Tier 3,12.8,0.069560905,263.0252,1987,2885.5772
FDT40,Low Fat,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,5.985,0,125.2678,2004,1017.3424
FDU20,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,19.35,0.021453493,120.3098,2004,2530.7058
NCP41,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,16.6,0.016276741,109.8596,2009,1617.894
FDW36,LF,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.056656942,106.2622,1985,2328.9684
FDN31,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,11.5,0.072994847,189.253,1999,1328.271
FDS01,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,11.6,0.017744999,177.9686,1997,1244.3802
FDJ28,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,12.3,0.021860985,193.3162,1997,3078.6592
DRF36,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,16.1,0.023577298,192.6846,1997,2866.269
NCY54,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,8.43,0.177971115,174.0422,1999,2069.3064
DRA59,Regular,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,8.27,0.127927931,184.8924,1997,4442.2176
FDH21,Low Fat,Seafood,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.054670967,158.6604,1985,316.9208
NCN19,Low Fat,Others,OUT013,Supermarket Type1,High,Tier 3,13.1,0.012089479,189.853,1987,3415.554
DRH59,Low Fat,Hard Drinks,OUT046,Supermarket Type1,Small,Tier 1,10.8,0.05843345,74.738,1997,1025.332
FDH09,Low Fat,Seafood,OUT035,Supermarket Type1,Small,Tier 2,12.6,0.05606697,50.7982,2004,473.3838
NCK54,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,12.15,0.029569276,115.015,1999,2912.875
FDR12,Regular,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.055213281,172.4764,1985,687.1056
NCL05,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.047665717,42.177,1985,1255.033
FDA56,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,9.21,0.008778413,122.4414,1999,1583.9382
FDM33,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,15.6,0,220.4798,2009,661.1394
FDP04,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.35,0.013834247,62.7168,1999,958.752
NCZ54,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.082955719,164.0552,1985,5523.4768
NCA53,low fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,11.395,0.009893817,50.3034,1999,972.068
FDL20,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,17.1,0,111.9886,1997,3002.0922
FDT26,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,18.85,0.067940657,119.044,2004,1198.44
NCZ06,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,19.6,0.094161662,251.9698,1997,4566.0564
FDD29,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.018321361,255.3698,1985,4819.7262
FDS56,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,5.785,0.038756864,260.7252,1997,6033.4796
FDT07,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,5.82,0.077254736,257.633,1987,1537.998
FDT58,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,9,0.08630486,168.0816,2009,2181.1608
FDJ10,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.128876537,139.1838,1985,4916.933
FDN25,Regular,Breakfast,OUT035,Supermarket Type1,Small,Tier 2,7.895,0.061163967,59.2588,2004,801.6232
FDA38,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,5.44,0.025519534,238.7538,1999,3605.307
FDM56,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,16.7,0.070133177,109.8912,1987,873.5296
NCI43,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,19.85,0.025947095,46.9376,1987,575.2512
DRK49,LF,Soft Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,40.5138,1985,40.6138
FDW32,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.165101585,87.7882,1985,515.3292
NCW18,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,15.1,0.059417055,237.9248,1999,2133.2232
FDQ44,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.5,0.036287517,121.2756,2009,2181.1608
DRB48,Regular,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,16.75,0.024848788,39.9822,2004,746.3618
FDQ34,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,10.85,0.162903525,104.9622,2009,1482.0708
FDK57,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.079904068,120.044,1985,4434.228
FDK10,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,5.785,0.040325274,180.466,1987,719.064
FDL39,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.06302467,181.6318,1985,1263.0226
FDP25,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,15.2,0.021203509,216.3824,2004,6114.7072
FDC05,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,13.1,0.098765906,196.3768,2004,2167.8448
FDA39,Low Fat,Meat,OUT013,Supermarket Type1,High,Tier 3,6.32,0.012707362,41.0822,1987,942.7728
FDZ10,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,17.85,0.04442649,124.902,1987,1897.53
FDK08,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.121712459,101.2016,1985,2631.2416
DRD24,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,13.85,0.030769458,141.7154,1987,2978.1234
DRG48,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,5.78,0.014614357,147.3102,2009,2332.9632
FDH52,Regular,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.076868664,62.1194,1985,123.8388
NCH43,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,8.42,0.070555571,216.0192,2004,2372.9112
FDO22,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,13.5,0.017844609,81.396,1987,1198.44
FDR01,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,5.405,0.053611144,197.7742,2004,796.2968
NCB31,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.207783483,262.291,1985,525.982
FDC35,Low Fat,Starchy Foods,OUT046,Supermarket Type1,Small,Tier 1,7.435,0.122837694,208.7638,1997,3105.957
NCF18,LF,Household,OUT018,Supermarket Type2,Medium,Tier 3,18.35,0.089345074,191.9504,2009,5369.0112
FDM36,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,11.65,0.058822142,173.5422,1999,3448.844
FDJ53,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,10.5,0.071368699,121.3098,1999,1446.1176
NCL17,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,7.39,0.068055818,140.7812,2009,1567.2932
FDW27,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.150122794,154.5314,1985,1396.1826
FDA32,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,14,0.030094192,215.7192,1997,1078.596
FDX01,LF,Canned,OUT018,Supermarket Type2,Medium,Tier 3,10.1,0.024262772,117.615,2009,1514.695
DRO35,Low Fat,Hard Drinks,OUT049,Supermarket Type1,Medium,Tier 1,13.85,0.034624104,115.0492,1999,4054.722
NCM53,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,18.75,0.052121825,104.828,1999,2343.616
FDI16,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,14,0.135662712,52.064,1987,852.224
DRF36,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,16.1,0.023613955,192.8846,1999,5350.3688
FDW49,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.082152451,179.9002,1985,4119.3046
FDB58,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.02363057,141.7154,1985,425.4462
FDS03,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,7.825,0.079952983,62.7826,2009,1162.4868
NCO54,low fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.024992442,53.6614,1985,165.7842
NCK06,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.008604657,123.1756,1985,1211.756
FDW39,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.036731658,177.237,1985,4763.799
FDI09,Regular,Seafood,OUT046,Supermarket Type1,Small,Tier 1,20.75,0.129337594,238.188,1997,5033.448
NCO02,Low Fat,Others,OUT049,Supermarket Type1,Medium,Tier 1,11.15,0,65.0142,1999,1120.5414
DRF13,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,12.1,0.029827665,144.3444,1999,2612.5992
NCQ42,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.068753558,127.9678,1985,254.3356
FDM14,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.013199737,108.9254,1985,2713.135
FDC20,LF,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,10.65,0.023971463,54.0272,1997,447.4176
FDW32,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,18.35,0.09468096,86.2882,2009,1631.8758
FDE08,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,18.2,0.049396364,146.4734,1999,3563.3616
FDC29,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,8.39,0.024243294,116.0176,1999,1603.2464
FDV50,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,14.3,0.122469209,121.973,1987,2709.806
FDN09,LF,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,14.15,0.035016754,245.3828,2009,1705.7796
NCV06,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.066358426,195.2478,1985,7168.6686
DRF25,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.038736754,37.319,1985,1281.665
FDS08,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,5.735,0.05696122,176.337,1997,1764.37
FDT07,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,5.82,0.077319079,255.433,1997,4357.661
NCX29,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,10,0.089135671,146.9102,2004,3207.8244
FDG22,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,17.6,0.041373331,38.119,2004,732.38
DRJ47,Low Fat,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.04403602,173.308,1985,6751.212
FDL43,Low Fat,Meat,OUT013,Supermarket Type1,High,Tier 3,10.1,0.027041859,77.567,1987,306.268
FDZ43,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.056782237,241.2512,1985,8239.9408
FDZ21,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,17.6,0.03922186,97.241,1997,193.082
FDJ50,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,8.645,0.021581922,53.3982,2004,1209.7586
FDV35,Low Fat,Breads,OUT046,Supermarket Type1,Small,Tier 1,19.5,0.128206001,155.9314,1997,3878.285
FDS13,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,6.465,0,263.1884,2009,2914.8724
FDW26,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.106538757,222.3772,1985,1556.6404
FDQ12,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.061999648,230.001,1985,689.103
FDX59,Low Fat,Breads,OUT013,Supermarket Type1,High,Tier 3,10.195,0.051618281,31.9558,1987,373.5138
FDQ55,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,13.65,0.013091186,114.8834,2009,1612.5676
FDV46,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.022074764,141.418,1985,559.272
FDM28,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.079146113,181.466,1985,179.766
NCT17,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.041663111,188.6214,1985,6029.4848
NCW17,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,18,0.019386234,126.8994,1997,3083.9856
NCY29,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.135226962,56.293,1985,113.186
DRH36,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,16.2,0,73.4696,1987,2087.9488
FDB17,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,13.15,0.036729122,179.7976,1999,2535.3664
NCA17,LF,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,20.6,0.045380404,148.4392,1987,1789.6704
FDT27,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,11.395,0.069587171,234.6616,1997,4687.232
FDR32,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,6.78,0.08573655,229.5694,1987,3425.541
FDG41,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,8.84,0.076681143,110.7228,1999,1657.842
FDX25,LF,Canned,OUT046,Supermarket Type1,Small,Tier 1,16.7,0.102055777,184.0292,1997,3101.2964
FDD47,Regular,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,7.6,0.142383847,172.3448,2004,2556.672
FDR12,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,12.6,0.03150851,170.5764,1987,3779.0808
FDS33,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,6.67,0.123620492,90.0514,1999,1505.3738
NCC55,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,10.695,0.06375108,36.7848,2004,782.9808
FDA38,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.04461205,241.1538,1985,480.7076
FDK44,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,16.6,0.122204371,173.5738,2004,1911.5118
FDZ57,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,10,0.037764307,127.2994,1997,642.497
DRL01,Regular,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,19.5,0.077292302,235.3958,1999,6309.7866
FDU10,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,10.1,0.045763062,38.4848,1999,633.8416
NCS38,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,8.6,0.090558833,112.6176,2009,3091.9752
FDQ16,LF,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,19.7,0.041703666,109.1912,1987,1637.868
FDT20,LF,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,10.5,0.041387618,40.1164,2004,849.5608
NCN19,Low Fat,Others,OUT018,Supermarket Type2,Medium,Tier 3,13.1,0.012148836,191.353,2009,1328.271
FDW21,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.005935001,98.8358,1985,2010.716
FDG44,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,55.7298,1985,2804.3496
FDQ36,Regular,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,38.1848,1985,37.2848
FDP34,LF,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,12.85,0.137786856,157.763,2009,2659.871
FDA20,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,6.78,0.066608487,184.624,2004,5406.296
FDE41,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,9.195,0.064002068,85.5566,2004,930.1226
DRK47,Low Fat,Hard Drinks,OUT046,Supermarket Type1,Small,Tier 1,7.905,0.06406438,229.2694,1997,1826.9552
FDE41,reg,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,83.7566,1985,253.6698
FDZ52,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,19.2,0.099991245,112.7886,1987,1779.0176
FDG50,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,7.405,0.015334003,92.7146,2009,1185.7898
NCD54,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,21.1,0.028984804,146.1786,1987,3034.0506
FDH02,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,7.27,0.02076385,89.0488,1987,181.0976
NCD43,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,8.85,0.016006626,105.6964,1987,210.3928
FDE46,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,18.6,0.015766712,152.9366,2004,1662.5026
NCO42,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.024536199,144.6102,1985,3791.0652
FDR40,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.1,0.008046878,78.7618,1999,402.809
FDG24,Low Fat,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,7.975,0.014653896,82.425,1999,749.025
FDF22,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,6.865,0.056830682,214.0218,1997,5556.7668
FDC59,Regular,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,16.7,0.054618573,65.5168,2004,1022.6688
FDB56,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,8.75,0.074743226,187.6556,1999,5257.1568
FDL20,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.127792701,111.1886,1985,4447.544
NCZ53,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.024358634,190.4214,1985,5652.642
DRM35,Low Fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,9.695,0.070431235,177.5344,2004,3033.3848
FDV16,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,7.75,0.082930699,35.2558,1997,780.9834
FDY19,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,19.75,0.041330512,115.8466,1987,2474.7786
FDP12,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,9.8,0.045337184,36.8874,1999,564.5984
FDT21,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,7.42,0.020374875,248.0092,1987,1245.046
FDN16,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,12.6,0.062797771,103.999,1999,825.592
FDE04,Regular,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,19.75,0.018096488,179.566,2009,2696.49
FDC51,Regular,Dairy,OUT013,Supermarket Type1,High,Tier 3,10.895,0.009613854,122.973,1987,1231.73
FDO04,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,16.6,0.026645307,53.5614,2009,939.4438
NCB18,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.041091215,89.5514,1985,3364.9532
NCK07,Low Fat,Others,OUT046,Supermarket Type1,Small,Tier 1,10.65,0.048686689,164.1526,1997,1808.9786
FDZ45,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.117091213,197.9084,1985,992.042
FDB37,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,20.25,0.022940826,241.8538,1997,5768.4912
FDZ60,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,20.5,0.119339241,106.0596,2004,970.7364
FDN04,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,11.8,0.014075334,176.8344,1987,3568.688
FDW47,Low Fat,Breads,OUT013,Supermarket Type1,High,Tier 3,15,0.046336634,120.0414,1987,3533.4006
FDB17,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,13.15,0.036641589,180.7976,1987,6157.3184
FDR56,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,15.5,0.101176316,198.9768,2009,4729.8432
FDU55,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.035737373,260.6278,1985,9371.8008
FDH05,reg,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,14.35,0.091054989,231.8984,1999,4633.968
FDC51,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,10.895,0.009620042,121.673,2004,1970.768
