GPA,Core_Subject_Score,Academic_Consistency,Research_Participation,Programming_Skill,Domain_Knowledge,Tool_Proficiency,Certification_Count,Internship_Count,Internship_Duration,Industry_Relevance,Project_Experience,Communication_Skill,Teamwork_Ability,Leadership_Potential,Adaptability,Learning_Motivation,Career_Clarity,Market_Awareness,Higher_Study_Interest,Target_Industry_Code,Workshop_Participation,Online_Course_Hours,Networking_Activity,Learning_Path_Generation_Time,Employment_Competitiveness_Score
9.18,82.0,2.2,1.0,81.0,54.0,90.0,0.0,1.0,7.3,0.21,0.0,48.0,61.0,55.0,,69.0,85.0,88.0,0.0,,5.0,63.6,86.0,7.88,
6.66,61.0,1.96,0.0,87.0,94.0,55.0,5.0,3.0,4.2,0.65,4.0,77.0,78.0,86.0,61.0,57.0,97.0,44.0,1.0,5.0,4.0,226.8,80.0,2.28,57.91
6.27,70.0,0.69,0.0,59.0,56.0,,1.0,2.0,9.6,0.87,6.0,,87.0,30.0,93.0,84.0,73.0,95.0,1.0,,10.0,159.2,84.0,3.59,
8.51,70.0,1.36,1.0,76.0,80.0,58.0,2.0,3.0,3.6,0.75,4.0,90.0,51.0,57.0,76.0,91.0,44.0,93.0,0.0,4.0,1.0,109.7,72.0,1.24,58.48
9.68,87.0,0.56,0.0,84.0,98.0,95.0,0.0,0.0,9.2,0.87,6.0,92.0,61.0,91.0,99.0,62.0,71.0,93.0,0.0,1.0,9.0,245.5,24.0,2.6,90.34
8.01,58.0,1.46,0.0,57.0,65.0,48.0,5.0,0.0,2.8,0.54,1.0,81.0,47.0,76.0,50.0,90.0,40.0,97.0,1.0,1.0,7.0,215.5,51.0,6.11,27.08
8.07,58.0,1.82,0.0,56.0,93.0,97.0,2.0,,12.1,0.75,7.0,94.0,73.0,88.0,83.0,55.0,40.0,42.0,1.0,3.0,5.0,193.0,64.0,4.47,
6.76,93.0,0.74,0.0,48.0,91.0,87.0,4.0,4.0,13.6,0.14,5.0,74.0,66.0,60.0,61.0,96.0,95.0,89.0,1.0,6.0,2.0,68.5,75.0,2.85,77.11
8.96,94.0,1.08,1.0,53.0,50.0,99.0,0.0,2.0,2.0,0.35,7.0,57.0,,99.0,80.0,65.0,56.0,40.0,0.0,7.0,0.0,243.4,24.0,2.19,
6.34,71.0,1.3,0.0,88.0,92.0,86.0,3.0,4.0,8.4,0.39,2.0,92.0,98.0,78.0,92.0,54.0,,35.0,0.0,1.0,4.0,185.7,95.0,8.04,
6.96,91.0,2.34,1.0,68.0,93.0,66.0,4.0,3.0,1.3,0.51,1.0,58.0,87.0,34.0,52.0,94.0,50.0,90.0,1.0,3.0,11.0,151.3,53.0,6.92,49.79
7.41,93.0,2.49,1.0,70.0,47.0,90.0,4.0,4.0,10.8,,3.0,,73.0,60.0,93.0,83.0,50.0,44.0,0.0,3.0,10.0,,80.0,10.19,
7.78,83.0,0.59,1.0,,54.0,59.0,2.0,3.0,4.8,0.87,2.0,64.0,94.0,66.0,91.0,55.0,30.0,57.0,1.0,2.0,1.0,40.5,99.0,2.61,
6.59,90.0,2.02,0.0,57.0,49.0,54.0,4.0,4.0,9.5,0.13,3.0,50.0,94.0,44.0,42.0,82.0,87.0,50.0,0.0,2.0,1.0,34.8,81.0,10.25,34.12
6.02,92.0,1.24,0.0,98.0,90.0,94.0,1.0,4.0,9.3,0.17,4.0,49.0,98.0,81.0,52.0,64.0,42.0,50.0,0.0,6.0,8.0,140.9,88.0,7.15,61.11
8.25,93.0,1.28,1.0,59.0,70.0,35.0,0.0,4.0,16.6,0.36,0.0,56.0,86.0,98.0,67.0,64.0,35.0,90.0,1.0,4.0,10.0,14.2,82.0,3.56,51.15
6.8,91.0,2.01,0.0,95.0,65.0,47.0,1.0,1.0,9.9,0.29,6.0,75.0,49.0,40.0,93.0,63.0,87.0,40.0,0.0,5.0,9.0,166.0,63.0,3.65,44.44
8.12,89.0,2.34,0.0,95.0,89.0,,2.0,1.0,10.5,0.61,3.0,65.0,74.0,72.0,50.0,88.0,46.0,64.0,1.0,5.0,6.0,60.2,47.0,4.99,
6.19,61.0,2.4,0.0,86.0,70.0,,5.0,4.0,7.2,0.9,4.0,70.0,67.0,99.0,50.0,54.0,41.0,97.0,0.0,6.0,5.0,29.8,89.0,5.79,
7.67,81.0,1.65,0.0,82.0,82.0,94.0,2.0,3.0,17.1,0.96,1.0,71.0,99.0,52.0,60.0,75.0,81.0,35.0,1.0,3.0,0.0,102.4,32.0,1.45,66.33
,82.0,1.21,0.0,83.0,88.0,94.0,0.0,2.0,14.0,0.65,3.0,60.0,65.0,69.0,91.0,97.0,99.0,85.0,0.0,6.0,9.0,116.5,62.0,10.18,
5.73,76.0,2.08,0.0,48.0,70.0,81.0,4.0,0.0,5.1,0.84,7.0,57.0,70.0,92.0,60.0,66.0,81.0,80.0,0.0,5.0,1.0,42.6,49.0,1.9,34.46
7.01,68.0,1.0,0.0,52.0,52.0,96.0,3.0,1.0,15.2,0.53,4.0,99.0,98.0,31.0,46.0,92.0,66.0,55.0,0.0,3.0,10.0,10.4,45.0,6.06,46.42
6.1,61.0,1.63,,54.0,49.0,60.0,2.0,4.0,7.8,0.21,0.0,57.0,91.0,76.0,56.0,96.0,32.0,72.0,1.0,5.0,6.0,103.5,82.0,4.9,23.07
5.79,91.0,1.22,0.0,66.0,59.0,46.0,0.0,0.0,14.9,0.52,6.0,40.0,65.0,59.0,87.0,65.0,37.0,97.0,1.0,4.0,2.0,189.9,92.0,6.39,28.29
9.95,76.0,1.81,1.0,54.0,60.0,84.0,3.0,1.0,14.8,0.56,3.0,53.0,64.0,45.0,53.0,84.0,39.0,84.0,0.0,2.0,1.0,218.5,76.0,10.71,45.57
6.95,59.0,0.98,0.0,67.0,45.0,65.0,4.0,2.0,3.4,0.74,5.0,47.0,67.0,88.0,72.0,87.0,76.0,46.0,,2.0,5.0,24.4,83.0,11.87,35.43
9.14,,0.88,1.0,76.0,60.0,55.0,5.0,3.0,,0.22,4.0,41.0,48.0,76.0,50.0,72.0,70.0,78.0,1.0,,7.0,131.2,99.0,0.73,
6.65,81.0,2.34,0.0,94.0,81.0,82.0,2.0,4.0,5.2,0.37,3.0,90.0,,59.0,52.0,,93.0,86.0,1.0,6.0,7.0,65.9,68.0,5.02,
8.57,75.0,0.7,1.0,58.0,47.0,46.0,5.0,2.0,5.4,0.36,0.0,54.0,65.0,38.0,40.0,82.0,71.0,43.0,1.0,5.0,10.0,93.7,71.0,9.9,25.51
8.92,92.0,1.51,0.0,65.0,96.0,54.0,0.0,1.0,5.3,0.96,6.0,99.0,45.0,94.0,73.0,78.0,72.0,99.0,1.0,1.0,1.0,233.4,,4.26,
8.18,69.0,0.94,1.0,91.0,91.0,31.0,5.0,4.0,13.1,0.44,3.0,73.0,59.0,88.0,48.0,95.0,38.0,44.0,0.0,4.0,5.0,88.0,32.0,7.96,61.26
7.62,75.0,0.58,0.0,65.0,75.0,34.0,5.0,0.0,4.1,0.76,3.0,75.0,,93.0,52.0,83.0,43.0,80.0,0.0,5.0,11.0,91.3,64.0,11.91,
7.35,64.0,0.57,1.0,64.0,57.0,33.0,0.0,3.0,0.0,0.75,6.0,40.0,95.0,37.0,76.0,83.0,33.0,92.0,0.0,7.0,4.0,52.3,65.0,7.94,24.34
7.07,77.0,0.85,1.0,65.0,60.0,65.0,0.0,1.0,12.9,0.27,5.0,90.0,58.0,81.0,69.0,76.0,31.0,71.0,1.0,1.0,6.0,240.0,,1.78,
9.68,93.0,2.23,,65.0,99.0,35.0,2.0,3.0,3.1,0.57,4.0,60.0,63.0,47.0,80.0,64.0,30.0,86.0,0.0,,3.0,114.1,60.0,10.19,48.74
9.24,59.0,,,85.0,87.0,50.0,5.0,4.0,1.9,0.89,2.0,81.0,94.0,87.0,84.0,99.0,94.0,47.0,0.0,4.0,11.0,142.6,65.0,11.62,
9.84,55.0,2.4,1.0,67.0,65.0,55.0,3.0,2.0,4.3,0.48,7.0,40.0,78.0,78.0,76.0,58.0,75.0,40.0,1.0,2.0,1.0,113.3,20.0,8.69,34.14
6.06,67.0,1.66,0.0,88.0,46.0,84.0,,3.0,6.8,0.95,6.0,71.0,50.0,61.0,86.0,75.0,88.0,92.0,0.0,3.0,9.0,63.2,92.0,5.32,
8.79,75.0,1.37,1.0,57.0,98.0,68.0,4.0,0.0,8.6,0.21,3.0,59.0,89.0,77.0,46.0,52.0,36.0,,1.0,5.0,2.0,202.6,87.0,11.41,
9.72,80.0,1.66,0.0,71.0,71.0,62.0,5.0,,0.8,0.07,2.0,93.0,93.0,74.0,53.0,85.0,95.0,,1.0,4.0,8.0,7.1,31.0,11.64,
6.32,75.0,1.53,0.0,92.0,82.0,43.0,0.0,0.0,17.5,0.89,1.0,86.0,50.0,83.0,87.0,96.0,44.0,45.0,1.0,5.0,9.0,172.6,92.0,11.25,47.22
5.8,72.0,2.02,1.0,42.0,70.0,85.0,3.0,3.0,12.9,0.85,3.0,75.0,97.0,75.0,45.0,,76.0,39.0,0.0,4.0,7.0,148.6,,5.24,
8.84,91.0,1.06,0.0,41.0,82.0,50.0,2.0,2.0,5.8,,2.0,78.0,98.0,60.0,73.0,69.0,69.0,40.0,0.0,6.0,8.0,36.1,52.0,,
8.09,86.0,1.21,1.0,72.0,90.0,75.0,5.0,2.0,5.7,0.68,1.0,69.0,49.0,66.0,55.0,69.0,71.0,55.0,1.0,2.0,4.0,41.5,77.0,8.02,53.3
9.29,90.0,2.29,0.0,81.0,69.0,45.0,0.0,0.0,8.1,0.94,5.0,46.0,51.0,45.0,90.0,54.0,80.0,76.0,0.0,3.0,4.0,164.8,54.0,2.57,42.17
6.13,71.0,2.39,0.0,58.0,55.0,45.0,0.0,4.0,,0.83,4.0,61.0,77.0,75.0,76.0,59.0,64.0,61.0,0.0,1.0,6.0,78.0,65.0,6.66,
9.08,89.0,2.29,0.0,56.0,52.0,58.0,4.0,4.0,2.6,0.84,3.0,96.0,57.0,75.0,75.0,65.0,70.0,37.0,1.0,1.0,6.0,66.4,85.0,9.1,53.95
6.41,65.0,1.34,0.0,83.0,52.0,37.0,4.0,2.0,3.4,0.57,4.0,89.0,95.0,90.0,85.0,74.0,86.0,94.0,0.0,6.0,0.0,14.8,63.0,10.8,50.34
6.24,75.0,2.06,0.0,72.0,77.0,32.0,5.0,0.0,15.5,0.38,1.0,84.0,98.0,75.0,98.0,93.0,67.0,83.0,1.0,7.0,11.0,191.6,45.0,10.42,57.98
6.24,80.0,1.45,0.0,51.0,97.0,48.0,0.0,0.0,4.6,0.93,4.0,49.0,45.0,80.0,45.0,74.0,,68.0,1.0,2.0,4.0,220.7,61.0,2.28,
9.17,58.0,1.5,0.0,88.0,51.0,95.0,5.0,0.0,6.8,0.43,4.0,95.0,57.0,91.0,47.0,79.0,92.0,71.0,0.0,4.0,7.0,205.0,96.0,6.11,65.35
8.49,88.0,0.91,0.0,95.0,82.0,51.0,0.0,3.0,15.7,0.54,6.0,47.0,87.0,64.0,63.0,63.0,33.0,76.0,0.0,2.0,6.0,116.5,49.0,6.0,62.13
7.85,72.0,1.68,1.0,42.0,65.0,75.0,4.0,4.0,11.9,0.45,0.0,66.0,71.0,71.0,42.0,71.0,77.0,99.0,0.0,3.0,10.0,133.5,51.0,10.84,44.23
7.11,94.0,0.87,0.0,82.0,52.0,42.0,3.0,4.0,6.2,0.56,1.0,49.0,51.0,,43.0,92.0,81.0,94.0,,1.0,1.0,60.6,55.0,0.52,
9.45,89.0,1.16,0.0,88.0,95.0,62.0,1.0,3.0,12.3,0.47,4.0,53.0,96.0,97.0,71.0,77.0,67.0,35.0,1.0,5.0,7.0,43.2,38.0,9.0,76.58
7.27,83.0,2.21,0.0,94.0,98.0,34.0,1.0,1.0,0.4,0.05,7.0,85.0,47.0,,40.0,79.0,,93.0,0.0,1.0,1.0,205.8,41.0,7.61,
9.17,83.0,0.91,0.0,65.0,65.0,56.0,0.0,3.0,13.2,0.88,2.0,98.0,69.0,59.0,73.0,68.0,99.0,38.0,0.0,7.0,9.0,199.6,84.0,11.1,63.08
7.48,92.0,0.64,1.0,74.0,64.0,53.0,4.0,0.0,8.8,0.44,1.0,91.0,77.0,53.0,84.0,87.0,53.0,48.0,1.0,7.0,0.0,194.3,76.0,5.75,52.14
7.2,,0.64,0.0,,52.0,96.0,2.0,3.0,14.6,0.59,0.0,93.0,84.0,95.0,48.0,91.0,46.0,52.0,0.0,7.0,10.0,115.8,30.0,8.06,
7.58,67.0,2.38,0.0,91.0,90.0,92.0,2.0,0.0,17.2,0.14,3.0,50.0,61.0,72.0,51.0,69.0,,68.0,0.0,7.0,10.0,216.1,45.0,11.69,
,71.0,1.51,0.0,75.0,75.0,77.0,1.0,2.0,16.7,0.0,5.0,45.0,89.0,63.0,49.0,84.0,32.0,35.0,1.0,3.0,10.0,231.6,67.0,,
8.86,63.0,1.32,0.0,92.0,94.0,92.0,3.0,0.0,16.4,0.25,4.0,60.0,58.0,52.0,49.0,71.0,31.0,87.0,0.0,4.0,2.0,82.1,38.0,1.27,51.09
7.76,,2.12,1.0,93.0,73.0,41.0,1.0,4.0,9.2,0.7,2.0,72.0,81.0,90.0,89.0,,31.0,56.0,1.0,2.0,2.0,56.2,31.0,2.43,
6.54,56.0,2.17,0.0,46.0,92.0,57.0,0.0,3.0,6.5,0.1,0.0,58.0,98.0,66.0,83.0,60.0,51.0,95.0,1.0,1.0,5.0,116.1,,9.95,
9.55,83.0,1.16,1.0,85.0,,73.0,3.0,0.0,8.4,0.91,1.0,78.0,67.0,42.0,93.0,83.0,33.0,56.0,1.0,7.0,11.0,44.8,,4.35,
7.23,87.0,1.89,0.0,85.0,59.0,72.0,2.0,1.0,12.4,0.22,5.0,63.0,68.0,36.0,87.0,73.0,67.0,84.0,1.0,1.0,2.0,221.0,37.0,8.62,47.0
7.95,64.0,2.04,0.0,75.0,,46.0,4.0,2.0,15.9,0.2,5.0,57.0,73.0,71.0,62.0,55.0,99.0,,0.0,7.0,6.0,84.5,24.0,8.55,
9.58,94.0,1.81,1.0,55.0,70.0,69.0,4.0,1.0,3.7,0.18,7.0,74.0,82.0,67.0,45.0,66.0,81.0,62.0,1.0,5.0,7.0,,43.0,11.93,
8.31,75.0,0.8,0.0,63.0,54.0,78.0,0.0,1.0,16.5,0.01,4.0,91.0,98.0,81.0,63.0,77.0,60.0,76.0,1.0,2.0,2.0,148.7,97.0,5.9,56.11
6.03,82.0,2.25,0.0,93.0,73.0,86.0,1.0,1.0,14.7,0.77,0.0,82.0,71.0,73.0,96.0,99.0,55.0,69.0,0.0,5.0,,,,8.99,
9.73,65.0,1.58,0.0,40.0,98.0,93.0,0.0,2.0,17.6,0.88,0.0,76.0,82.0,93.0,63.0,,65.0,54.0,0.0,5.0,0.0,39.1,86.0,1.06,
8.32,88.0,1.06,0.0,88.0,60.0,86.0,4.0,2.0,15.8,0.61,2.0,58.0,97.0,42.0,60.0,85.0,55.0,36.0,,7.0,2.0,247.8,89.0,5.82,68.49
7.01,62.0,1.35,,64.0,80.0,99.0,2.0,2.0,5.0,0.19,3.0,92.0,84.0,57.0,95.0,58.0,57.0,41.0,0.0,4.0,11.0,43.2,95.0,2.65,46.68
6.13,76.0,0.58,0.0,49.0,64.0,72.0,4.0,2.0,1.9,0.29,3.0,63.0,89.0,30.0,81.0,59.0,34.0,83.0,1.0,1.0,2.0,187.9,71.0,10.17,24.62
9.07,62.0,0.76,0.0,93.0,89.0,52.0,3.0,1.0,2.0,0.48,6.0,95.0,94.0,72.0,70.0,70.0,47.0,43.0,1.0,6.0,6.0,197.8,,10.16,
8.29,69.0,2.03,0.0,55.0,98.0,56.0,5.0,4.0,5.2,0.95,3.0,73.0,67.0,,86.0,83.0,44.0,61.0,0.0,2.0,10.0,36.3,58.0,3.22,
7.9,71.0,0.5,0.0,55.0,81.0,,4.0,4.0,11.1,0.25,6.0,61.0,75.0,79.0,97.0,80.0,86.0,36.0,0.0,4.0,10.0,233.3,78.0,4.16,
9.52,77.0,1.33,0.0,97.0,66.0,66.0,4.0,2.0,14.5,0.73,5.0,43.0,80.0,89.0,80.0,78.0,34.0,94.0,0.0,,4.0,121.9,45.0,8.58,76.41
9.05,78.0,1.55,0.0,47.0,51.0,,5.0,3.0,16.2,0.44,5.0,96.0,61.0,30.0,69.0,92.0,66.0,83.0,0.0,4.0,3.0,157.2,84.0,8.99,
6.18,73.0,,0.0,68.0,67.0,94.0,3.0,0.0,11.2,0.3,7.0,49.0,81.0,80.0,95.0,92.0,51.0,36.0,0.0,7.0,1.0,160.5,99.0,8.06,
6.9,59.0,2.45,1.0,78.0,85.0,35.0,1.0,3.0,0.1,0.46,1.0,41.0,47.0,45.0,73.0,60.0,,51.0,1.0,7.0,6.0,126.2,67.0,11.96,
,86.0,0.95,0.0,67.0,,79.0,4.0,3.0,3.4,,5.0,47.0,80.0,68.0,57.0,82.0,44.0,54.0,1.0,4.0,2.0,35.5,72.0,10.49,
8.85,55.0,1.11,1.0,45.0,73.0,51.0,0.0,3.0,1.8,0.8,5.0,72.0,99.0,44.0,51.0,95.0,46.0,66.0,1.0,3.0,6.0,187.9,28.0,5.3,33.74
5.65,77.0,1.11,0.0,55.0,60.0,54.0,4.0,4.0,6.5,,0.0,98.0,49.0,62.0,74.0,50.0,80.0,85.0,1.0,3.0,9.0,,24.0,4.26,
8.06,91.0,0.96,0.0,59.0,82.0,80.0,0.0,0.0,9.0,0.73,1.0,77.0,90.0,82.0,46.0,70.0,74.0,76.0,0.0,,11.0,29.7,91.0,7.36,52.5
8.93,62.0,0.5,,55.0,72.0,77.0,3.0,3.0,0.8,0.07,0.0,82.0,59.0,46.0,80.0,72.0,92.0,97.0,1.0,3.0,6.0,175.1,80.0,9.9,47.42
9.45,67.0,1.96,0.0,46.0,92.0,99.0,4.0,2.0,6.3,0.96,2.0,98.0,96.0,35.0,79.0,58.0,57.0,95.0,0.0,2.0,10.0,175.7,40.0,5.97,66.15
7.04,62.0,2.43,0.0,80.0,82.0,94.0,3.0,4.0,3.2,0.19,,67.0,93.0,60.0,64.0,50.0,88.0,96.0,0.0,1.0,1.0,137.1,82.0,8.98,
,77.0,0.95,0.0,53.0,75.0,89.0,3.0,2.0,11.6,0.88,6.0,49.0,50.0,98.0,45.0,70.0,50.0,37.0,0.0,,6.0,22.6,39.0,0.72,
6.0,55.0,1.83,0.0,82.0,58.0,75.0,1.0,2.0,8.4,0.81,2.0,84.0,54.0,69.0,40.0,71.0,71.0,60.0,0.0,7.0,5.0,88.2,77.0,11.15,21.93
9.31,78.0,1.98,1.0,65.0,97.0,65.0,4.0,3.0,8.9,0.97,6.0,40.0,98.0,59.0,85.0,53.0,98.0,82.0,0.0,,9.0,12.7,64.0,9.4,76.39
6.07,89.0,2.2,0.0,65.0,77.0,87.0,0.0,2.0,7.7,,1.0,73.0,76.0,98.0,55.0,50.0,46.0,42.0,0.0,1.0,3.0,119.4,41.0,5.03,
7.29,78.0,1.35,0.0,53.0,53.0,67.0,0.0,0.0,17.2,0.73,1.0,42.0,67.0,36.0,99.0,59.0,97.0,39.0,0.0,,10.0,226.6,96.0,4.92,28.89
9.09,71.0,1.11,1.0,46.0,71.0,40.0,4.0,2.0,3.9,0.37,5.0,48.0,92.0,42.0,87.0,64.0,36.0,45.0,,6.0,4.0,0.6,94.0,1.68,35.83
6.17,59.0,1.15,0.0,72.0,68.0,41.0,5.0,3.0,9.3,0.18,6.0,44.0,61.0,33.0,43.0,85.0,69.0,76.0,0.0,,11.0,66.7,82.0,9.89,30.77
6.53,74.0,1.93,0.0,65.0,57.0,71.0,1.0,2.0,,0.44,2.0,81.0,,79.0,,78.0,69.0,75.0,1.0,5.0,7.0,200.0,49.0,9.34,
8.75,75.0,2.13,0.0,96.0,70.0,68.0,1.0,4.0,10.0,0.17,4.0,49.0,64.0,32.0,77.0,95.0,72.0,53.0,0.0,7.0,4.0,2.5,82.0,7.75,55.32
8.74,94.0,0.86,1.0,84.0,73.0,40.0,1.0,4.0,16.7,0.98,3.0,51.0,88.0,41.0,86.0,54.0,80.0,82.0,0.0,4.0,2.0,2.5,63.0,1.67,70.15
8.39,85.0,,1.0,59.0,95.0,65.0,0.0,4.0,6.8,0.1,5.0,57.0,85.0,94.0,67.0,78.0,52.0,87.0,,7.0,1.0,152.7,86.0,3.52,
8.62,90.0,2.3,0.0,42.0,93.0,81.0,3.0,1.0,8.3,0.59,3.0,97.0,59.0,56.0,61.0,96.0,61.0,89.0,0.0,1.0,5.0,197.3,77.0,5.78,62.5
,65.0,2.11,0.0,91.0,87.0,60.0,5.0,4.0,1.6,0.63,2.0,60.0,88.0,79.0,47.0,96.0,60.0,95.0,1.0,1.0,5.0,194.1,84.0,3.56,
6.63,69.0,2.47,1.0,43.0,72.0,62.0,1.0,4.0,11.0,0.54,6.0,60.0,90.0,46.0,71.0,76.0,,66.0,0.0,5.0,,194.9,55.0,5.49,
7.06,73.0,2.01,0.0,65.0,72.0,42.0,0.0,1.0,5.2,0.66,6.0,40.0,66.0,61.0,,74.0,87.0,80.0,0.0,5.0,,90.3,25.0,3.1,
6.32,61.0,1.29,0.0,50.0,,47.0,0.0,4.0,2.9,0.12,3.0,42.0,94.0,80.0,52.0,65.0,64.0,70.0,0.0,4.0,3.0,220.7,56.0,4.52,
9.59,82.0,1.68,0.0,41.0,67.0,70.0,3.0,3.0,9.8,0.56,4.0,44.0,96.0,46.0,66.0,65.0,59.0,52.0,0.0,3.0,11.0,3.2,94.0,8.0,50.03
8.13,59.0,1.82,0.0,53.0,73.0,87.0,4.0,4.0,9.6,0.29,6.0,64.0,50.0,63.0,57.0,85.0,93.0,52.0,1.0,7.0,7.0,78.0,74.0,10.76,51.13
7.3,59.0,0.66,0.0,83.0,49.0,85.0,4.0,4.0,1.4,0.94,,97.0,48.0,64.0,57.0,74.0,,46.0,0.0,2.0,,84.3,96.0,4.93,
7.58,84.0,1.59,0.0,69.0,86.0,53.0,1.0,1.0,12.6,0.76,0.0,88.0,67.0,53.0,52.0,90.0,80.0,80.0,0.0,2.0,0.0,41.4,94.0,8.46,48.31
9.76,86.0,1.92,0.0,88.0,51.0,60.0,1.0,3.0,11.2,0.97,1.0,47.0,88.0,83.0,61.0,50.0,66.0,89.0,0.0,2.0,5.0,84.1,78.0,2.05,59.81
6.19,62.0,0.83,0.0,51.0,86.0,84.0,5.0,2.0,3.4,0.04,3.0,56.0,89.0,47.0,53.0,54.0,35.0,72.0,0.0,3.0,5.0,146.5,57.0,6.72,22.76
8.14,64.0,2.06,1.0,65.0,80.0,39.0,3.0,0.0,8.4,0.29,6.0,48.0,63.0,79.0,50.0,90.0,63.0,36.0,0.0,7.0,2.0,130.1,44.0,11.1,25.36
7.78,92.0,1.67,0.0,83.0,85.0,89.0,1.0,3.0,,0.2,4.0,71.0,,75.0,78.0,69.0,85.0,43.0,0.0,7.0,8.0,79.9,98.0,0.82,
8.25,86.0,2.4,0.0,72.0,71.0,31.0,3.0,2.0,,0.01,7.0,45.0,89.0,77.0,89.0,54.0,54.0,39.0,0.0,4.0,11.0,187.3,96.0,3.58,
5.58,82.0,0.58,0.0,52.0,90.0,44.0,0.0,3.0,7.1,0.24,,88.0,75.0,62.0,92.0,85.0,42.0,53.0,1.0,2.0,11.0,178.7,52.0,2.02,
9.42,71.0,1.03,0.0,53.0,46.0,32.0,1.0,2.0,5.8,0.68,6.0,79.0,88.0,56.0,61.0,78.0,92.0,73.0,1.0,1.0,4.0,70.2,32.0,6.63,42.19
9.69,85.0,1.7,0.0,63.0,69.0,72.0,0.0,2.0,11.0,0.23,1.0,60.0,96.0,30.0,75.0,97.0,,76.0,0.0,1.0,0.0,80.8,57.0,8.32,
8.04,62.0,1.09,0.0,73.0,53.0,60.0,2.0,3.0,16.9,0.51,1.0,46.0,47.0,88.0,56.0,83.0,34.0,51.0,0.0,1.0,6.0,,77.0,1.16,
8.63,94.0,,1.0,83.0,97.0,99.0,3.0,1.0,12.1,0.89,0.0,46.0,72.0,39.0,90.0,97.0,40.0,97.0,0.0,5.0,9.0,32.2,39.0,1.31,
9.65,79.0,2.02,1.0,65.0,71.0,96.0,2.0,3.0,1.3,0.69,1.0,86.0,47.0,54.0,71.0,67.0,,80.0,1.0,5.0,2.0,188.2,36.0,10.5,
8.68,63.0,0.71,0.0,60.0,45.0,85.0,1.0,3.0,8.3,0.39,1.0,78.0,58.0,86.0,53.0,51.0,98.0,54.0,0.0,3.0,9.0,11.6,43.0,5.75,34.4
6.19,56.0,1.53,0.0,67.0,,92.0,0.0,2.0,,0.37,5.0,93.0,62.0,95.0,81.0,65.0,31.0,42.0,1.0,2.0,9.0,37.6,45.0,5.82,
8.09,69.0,1.52,0.0,87.0,54.0,44.0,1.0,0.0,1.7,0.46,7.0,66.0,71.0,44.0,96.0,78.0,69.0,53.0,0.0,,10.0,26.3,59.0,11.36,34.52
8.23,57.0,1.24,1.0,75.0,86.0,39.0,2.0,2.0,17.8,0.18,2.0,47.0,,57.0,68.0,82.0,66.0,66.0,0.0,1.0,3.0,206.3,51.0,4.18,
7.41,90.0,2.37,1.0,79.0,96.0,67.0,1.0,4.0,17.1,0.63,7.0,48.0,54.0,42.0,45.0,65.0,78.0,53.0,1.0,5.0,5.0,11.0,97.0,10.82,54.73
8.81,58.0,,0.0,41.0,69.0,76.0,5.0,3.0,1.4,0.36,7.0,67.0,93.0,43.0,89.0,84.0,65.0,58.0,0.0,7.0,7.0,,56.0,11.7,
9.7,68.0,1.89,0.0,81.0,98.0,86.0,4.0,3.0,16.8,0.85,6.0,54.0,59.0,95.0,96.0,96.0,99.0,58.0,0.0,1.0,3.0,11.1,79.0,3.28,100.0
9.67,79.0,1.93,1.0,48.0,47.0,79.0,2.0,1.0,,0.76,7.0,41.0,63.0,63.0,43.0,92.0,63.0,90.0,0.0,2.0,11.0,196.6,76.0,6.41,
7.53,64.0,1.42,0.0,62.0,50.0,44.0,1.0,2.0,15.2,,0.0,46.0,53.0,54.0,50.0,91.0,87.0,52.0,0.0,7.0,8.0,228.2,77.0,6.65,
6.01,75.0,2.34,,54.0,50.0,,0.0,1.0,7.5,0.36,0.0,86.0,48.0,83.0,84.0,66.0,66.0,46.0,1.0,3.0,7.0,121.7,86.0,10.46,
9.93,90.0,1.89,0.0,52.0,97.0,31.0,1.0,3.0,,0.21,3.0,57.0,59.0,41.0,79.0,53.0,89.0,75.0,1.0,,9.0,201.1,41.0,3.99,
9.28,66.0,1.96,0.0,62.0,46.0,72.0,0.0,2.0,11.4,0.78,1.0,61.0,95.0,38.0,49.0,98.0,41.0,82.0,0.0,4.0,9.0,176.6,77.0,9.68,38.82
6.06,81.0,2.22,1.0,56.0,62.0,55.0,4.0,2.0,13.9,0.49,3.0,89.0,92.0,60.0,94.0,53.0,61.0,98.0,0.0,7.0,5.0,198.9,99.0,11.67,49.87
9.64,94.0,1.05,1.0,87.0,67.0,67.0,,4.0,0.6,0.22,5.0,49.0,52.0,82.0,67.0,74.0,33.0,50.0,0.0,1.0,6.0,191.7,92.0,10.16,
9.41,56.0,2.11,0.0,99.0,46.0,71.0,4.0,4.0,10.7,0.2,7.0,93.0,93.0,72.0,50.0,82.0,62.0,57.0,1.0,5.0,7.0,51.3,96.0,10.96,72.29
7.83,67.0,0.89,0.0,41.0,,34.0,2.0,0.0,3.4,0.17,4.0,89.0,97.0,67.0,74.0,63.0,72.0,73.0,0.0,5.0,1.0,124.9,93.0,8.65,
8.16,86.0,1.19,0.0,59.0,66.0,40.0,0.0,4.0,6.2,0.78,1.0,72.0,45.0,71.0,54.0,73.0,38.0,67.0,0.0,1.0,4.0,240.1,68.0,10.9,30.85
