name,gender,age,class,embarked,country,ticketno,fare,survived
"Hamblyn, Mr. Ernest William",male,47.0,victualling crew,S,England,,,0
"Hamilton, Mr. Ernest",male,25.0,victualling crew,B,England,,,0
"Hands, Mr. Bernard",male,54.0,engineering crew,S,Ireland,,,0
"Hannam, Mr. George",male,30.0,engineering crew,S,England,,,0
"Harder, Mr. William",male,39.0,deck crew,S,England,,,1
"Harding, Mr. Alfred John",male,21.0,victualling crew,S,England,,,0
"Hardwick, Mr. Reginald",male,21.0,victualling crew,S,England,,,1
"Hardy, Mr. John",male,40.0,victualling crew,B,England,,,1
"Harris, Mr. Amos",male,24.0,engineering crew,S,England,,,0
"Harris, Mr. Charles William",male,19.0,victualling crew,S,England,,,0
"Harris, Mr. Clifford Henry",male,17.0,victualling crew,S,England,,,0
"Harris, Mr. Edward John",male,29.0,engineering crew,S,England,,,0
"Harris, Mr. Edward Matthew",male,17.0,victualling crew,S,England,,,0
"Harris, Mr. Frederick",male,39.0,engineering crew,S,England,,,1
"Harrison, Mr. Aragõa Drummond",male,40.0,victualling crew,S,England,,,1
"Harrison, Mr. Norman E.",male,38.0,engineering crew,B,England,,,0
"Hart, Mr. James",male,54.0,engineering crew,S,England,,,0
"Hart, Mr. John Edward",male,32.0,victualling crew,S,England,,,1
"Hartnell, Mr. Fred",male,21.0,victualling crew,S,England,,,1
"Harvey, Mr. Herbert Gifford",male,34.0,engineering crew,B,Northern Ireland,,,0
"Hatch, Mr. Hugh",male,23.0,victualling crew,S,England,,,0
"Hawkesworth, Mr. James",male,52.0,victualling crew,S,England,,,0
"Hawkesworth, Mr. William Walter",male,43.0,victualling crew,S,England,,,0
"Hayter, Mr. Arthur",male,45.0,victualling crew,B,England,,,0
"Head, Mr. Alfred",male,24.0,engineering crew,S,England,,,0
"Hebb, Mr. William Albert",male,22.0,engineering crew,S,England,,,1
"Heinen, Mr. Joseph Dominichus",male,30.0,victualling crew,S,England,,,0
"Hemming, Mr. Samuel Ernest",male,43.0,deck crew,B,England,,,1
"Hendrickson, Mr. Charles Osker",male,28.0,engineering crew,S,England,,,1
"Hendy, Mr. Edward Martin",male,40.0,victualling crew,B,England,,,0
"Hensford, Mr. Herbert George Ernest",male,26.0,victualling crew,S,England,,,0
"Hesketh, Mr. John Henry",male,33.0,engineering crew,B,England,,,0
"Heslin, Mr. James",male,45.0,engineering crew,S,England,,,0
"Hewitt, Mr. Thomas",male,37.0,victualling crew,B,England,,,0
"Hichens, Mr. Robert",male,29.0,deck crew,S,England,,,1
"Hill, Mr. H. P.",male,36.0,victualling crew,S,England,,,0
"Hill, Mr. James",male,25.0,engineering crew,S,England,,,0
"Hill, Mr. James Colston",male,43.0,victualling crew,B,England,,,0
"Hinckley, Mr. George Herbert",male,40.0,victualling crew,S,England,,,0
"Hine, Mr. William Edward",male,36.0,victualling crew,S,England,,,0
"Hinton, Mr. Stephen William",male,31.0,engineering crew,S,England,,,0
"Hiscock, Mr. Sydney George",male,25.0,victualling crew,S,England,,,0
"Hoare, Mr. Leonard James",male,19.0,victualling crew,B,England,,,0
"Hodge, Mr. Charley",male,29.0,engineering crew,B,England,,,0
"Hodges, Mr. W.",male,26.0,engineering crew,S,England,,,0
"Hodgkinson, Mr. Leonard",male,46.0,engineering crew,B,England,,,0
"Hogg, Mr. Charles William",male,43.0,victualling crew,S,England,,,0
"Hogg, Mr. George Alfred",male,29.0,deck crew,B,England,,,1
"Hogue, Mr. E.",male,22.0,victualling crew,S,England,,,0
"Holland, Mr. Thomas",male,28.0,victualling crew,B,England,,,0
"Holloway, Mr. Sidney",male,24.0,victualling crew,S,England,,,0
"Holman, Mr. Harry",male,29.0,deck crew,B,England,,,0
"Hopgood, Mr. Roland John C.",male,29.0,engineering crew,S,England,,,0
"Hopkins, Mr. Frederick William",male,15.0,victualling crew,S,England,,,0
"Hopkins, Mr. Robert John",male,40.0,deck crew,S,England,,,1
"Horswill, Mr. Albert Edward James",male,33.0,deck crew,S,England,,,1
"Hosgood, Mr. Richard William",male,23.0,engineering crew,S,England,,,0
"Hosking, Mr. George Fox",male,36.0,engineering crew,B,England,,,0
"House, Mr. William John",male,38.0,victualling crew,B,England,,,0
"Howell, Mr. Arthur Albert",male,31.0,victualling crew,B,England,,,0
"Hughes, Mr. William Thomas",male,34.0,victualling crew,S,England,,,0
"Humby, Mr. Frederick Charles",male,18.0,victualling crew,S,England,,,0
"Humphreys, Mr. Humphrey",male,32.0,victualling crew,S,England,,,0
"Humphreys, Mr. Sidney",male,53.0,deck crew,S,England,,,1
"Hunt, Mr. Albert Sylvanus",male,23.0,engineering crew,S,England,,,1
"Hunt, Mr. Tom",male,27.0,engineering crew,S,England,,,0
"Hurst, Mr. Charles John",male,41.0,engineering crew,S,England,,,0
"Hurst, Mr. Walter",male,23.0,engineering crew,S,England,,,1
"Hutchinson, Mr. James",male,31.0,victualling crew,S,England,,,0
"Hutchinson, Mr. John Hall",male,28.0,deck crew,B,England,,,0
"Hyland, Mr. James Leo",male,19.0,victualling crew,S,England,,,1
"Ide, Mr. Harry John",male,31.0,victualling crew,S,England,,,0
"Ingram, Mr. George",male,19.0,engineering crew,S,England,,,0
"Ingrouille, Mr. Henry",male,21.0,victualling crew,S,England,,,0
"Ings, Mr. William Ernest",male,20.0,victualling crew,S,England,,,0
"Instance, Mr. T.",male,33.0,engineering crew,S,England,,,0
"Jackopson, Mr. John Henry",male,30.0,engineering crew,S,England,,,0
"Jackson, Mr. Cecil",male,22.0,victualling crew,B,England,,,0
"Jago, Mr. Joseph",male,59.0,engineering crew,S,England,,,0
"Jaillet, Mr. Henri Marie",male,38.0,restaurant staff,S,France,,,0
"James, Mr. Thomas",male,27.0,engineering crew,S,Wales,,,0
"Janaway, Mr. William Frank",male,35.0,victualling crew,B,England,,,0
"Janin, Mr. Claude Marie",male,29.0,restaurant staff,S,England,,,0
"Jeffery, Mr. William Alfred",male,28.0,restaurant staff,S,England,,,0
"Jenner, Mr. Thomas Henry (Harry)",male,55.0,victualling crew,B,England,,,0
"Jensen, Mr. Charles Valdemar",male,25.0,victualling crew,S,England,,,0
"Jessop, Miss. Violet Constance",female,24.0,victualling crew,S,England,,,1
"Jewell, Mr. Archie",male,23.0,deck crew,B,England,,,1
"Joas, Mr. N.",male,38.0,engineering crew,S,England,,,0
"Johnston, Mr. James",male,41.0,victualling crew,B,England,,,1
"Jones, Mr. Albert Hugh Brabner",male,17.0,victualling crew,S,England,,,0
"Jones, Mr. Arthur Ernest",male,37.0,victualling crew,S,England,,,0
"Jones, Mr. Harry Owen G.",male,29.0,victualling crew,S,England,,,0
"Jones, Mr. Thomas William",male,32.0,deck crew,S,England,,,1
"Jones, Mr. Victor Reginald",male,21.0,victualling crew,S,England,,,0
"Jouannault, Mr. Georges Jules",male,24.0,restaurant staff,S,England,,,0
"Joughin, Mr. Charles John",male,32.0,victualling crew,B,England,,,1
"Judd, Mr. Charles Edward",male,31.0,engineering crew,S,England,,,1
"Jukes, Mr. Henry James",male,38.0,engineering crew,S,England,,,0
"Jupe, Mr. Boykett Herbert",male,30.0,engineering crew,S,England,,,0
"Kasper, Mr. Franz Wilhelm",male,40.0,engineering crew,S,England,,,1
"Kearl, Mr. Charles Henry",male,44.0,engineering crew,S,England,,,0
"Kearl, Mr. George Edward",male,25.0,engineering crew,S,England,,,0
"Keen, Mr. Percy Edward",male,30.0,victualling crew,S,England,,,1
"Kelland, Mr. Thomas",male,18.0,victualling crew,S,England,,,0
"Kelly, Mr. William",male,23.0,engineering crew,B,Scotland,,,0
"Kemish, Mr. George",male,22.0,engineering crew,S,England,,,1
"Kemp, Mr. Thomas Hulman",male,43.0,engineering crew,B,England,,,0
"Kenchenten, Mr. Frederick Charles",male,37.0,engineering crew,S,England,,,0
"Kennell, Mr. Charles",male,30.0,victualling crew,S,England,,,0
"Kenzler, Mr. August",male,44.0,engineering crew,B,England,,,0
"Kerley, Mr. William Thomas",male,28.0,victualling crew,S,England,,,0
"Kerr, Mr. Thomas Russell",male,26.0,engineering crew,S,Scotland,,,0
"Ketchley, Mr. Henry",male,36.0,victualling crew,B,England,,,0
"Kieran, Mr. Edgar Michael",male,34.0,victualling crew,S,Ireland,,,0
"Kieran, Mr. James William",male,35.0,victualling crew,S,England,,,0
"King, Mr. Alfred John Moffett",male,18.0,victualling crew,S,England,,,0
"King, Mr. Ernest Waldron",male,28.0,victualling crew,S,Ireland,,,0
"King, Mr. G.",male,20.0,victualling crew,S,England,,,0
"King, Mr. Thomas Walter",male,42.0,deck crew,S,England,,,0
"Kingscote, Mr. William Ford",male,48.0,victualling crew,S,England,,,0
"Kinsella, Mr. Louis",male,30.0,engineering crew,S,England,,,0
"Kirkaldy, Mr. Thomas Benjamin",male,36.0,victualling crew,S,England,,,0
"Kirkham, Mr. James",male,43.0,engineering crew,S,England,,,0
"Kitching, Mr. Arthur Alfred",male,31.0,victualling crew,S,England,,,0
"Klein, Mr. Herbert",male,33.0,victualling crew,S,England,,,0
"Knight, Mr. George",male,49.0,victualling crew,S,England,,,1
"Knight, Mr. Leonard George",male,21.0,victualling crew,S,England,,,0
"Knowles, Mr. Thomas",male,43.0,engineering crew,S,England,,,1
"Lacey, Mr. Bertie William",male,20.0,victualling crew,S,England,,,0
"Lahy, Mr. T.",male,41.0,engineering crew,S,England,,,0
"Lake, Mr. William",male,46.0,victualling crew,B,England,,,0
"Lane, Mr. Albert Edward",male,34.0,victualling crew,S,England,,,0
"Latimer, Mr. Andrew",male,55.0,victualling crew,B,England,,,0
"Lavington, Miss. Elizabeth",female,40.0,victualling crew,S,England,,,1
"Lawrence, Mr. Arthur",male,36.0,victualling crew,B,England,,,0
"Leader, Mr. Archibald",male,22.0,victualling crew,S,England,,,0
"Leather, Mrs. Elizabeth Mary",female,50.0,victualling crew,S,England,,,1
"Lee, Mr. H.",male,18.0,engineering crew,S,England,,,0
"Lee, Mr. Henry Reginald",male,29.0,victualling crew,S,England,,,1
"Lee, Mr. Reginald Robinson",male,41.0,deck crew,S,England,,,1
"Lefebvre, Mr. Paul Georges",male,35.0,victualling crew,S,England,,,0
"Leonard, Mr. Matthew",male,25.0,victualling crew,B,United States,,,0
"Levett, Mr. George Alfred",male,26.0,victualling crew,B,England,,,0
"Lewis, Mr. Arthur Ernest Read",male,27.0,victualling crew,S,England,,,1
"Light, Mr. Charles Edward",male,24.0,victualling crew,S,England,,,0
"Light, Mr. Christopher William",male,20.0,engineering crew,S,England,,,0
"Light, Mr. W.",male,47.0,engineering crew,S,England,,,0
"Lightoller, Mr. Charles Herbert",male,38.0,deck crew,B,England,,,1
"Lindsay, Mr. William Charles",male,30.0,engineering crew,S,England,,,1
"Littlejohn, Mr. Alexander James",male,40.0,victualling crew,B,England,,,1
"Lloyd, Mr. Humphrey",male,41.0,victualling crew,B,England,,,0
"Lloyd, Mr. William",male,29.0,engineering crew,S,England,,,0
"Locke, Mr. A.",male,33.0,victualling crew,S,England,,,0
"Long, Mr. Frank",male,31.0,engineering crew,S,England,,,0
"Long, Mr. William",male,36.0,engineering crew,S,England,,,0
"Longmuir, Mr. John Dickson",male,20.0,victualling crew,S,England,,,0
"Lovell, Mr. John",male,37.0,victualling crew,S,England,,,0
"Lowe, Mr. Harold Godfrey",male,29.0,deck crew,B,Wales,,,1
"Lucas, Mr. William Arthur",male,25.0,deck crew,S,England,,,1
"Lucas, Mr. William Watson",male,31.0,victualling crew,B,England,,,1
"Lydiatt, Mr. Charles",male,45.0,victualling crew,S,England,,,0
"Lyons, Mr. William Henry",male,26.0,deck crew,S,Ireland,,,0
"Mabey, Mr. John Charles",male,24.0,victualling crew,S,England,,,0
"MacKie, Mr. George William",male,34.0,victualling crew,S,England,,,0
"Mackie, Mr. William Dickson",male,32.0,engineering crew,B,Scotland,,,0
"Major, Mr. Thomas Edgar",male,36.0,victualling crew,B,England,,,0
"Major, Mr. William James",male,32.0,engineering crew,S,England,,,1
"Mantle, Mr. Roland Frederick",male,40.0,victualling crew,S,England,,,0
"March, Mr. John Starr",male,50.0,victualling crew,S,United States,,,0
"Marett, Mr. George John",male,27.0,engineering crew,S,England,,,0
"Marks, Mr. James",male,27.0,victualling crew,S,Scotland,,,0
"Marriott, Mr. John William",male,21.0,victualling crew,S,England,,,0
"Marsden, Miss. Evelyn",female,28.0,victualling crew,S,England,,,1
"Marsh, Mr. Frederick Charles",male,40.0,engineering crew,S,England,,,0
"Martin, Miss. Mabel Elvina",female,20.0,restaurant staff,S,England,,,1
"Martin, Mrs. Annie Martha",female,39.0,victualling crew,S,Channel Islands,,,1
"Maskell, Mr. Leopold Adolphus",male,25.0,engineering crew,S,England,,,0
"Mason, Mr. Frank Archibald Robert",male,32.0,engineering crew,S,England,,,1
"Mason, Mr. J.",male,39.0,engineering crew,S,England,,,0
"Matherson, Mr. David",male,30.0,deck crew,S,England,,,0
"Mathias, Mr. Montague Vincent",male,29.0,deck crew,S,Wales,,,0
"Mattmann, Sig. Adolf",male,20.0,restaurant staff,S,England,,,0
"Mauge, Mr. Paul Achille Maurice Germain",male,25.0,restaurant staff,S,England,,,1
"Maxwell, Mr. John",male,30.0,deck crew,B,England,,,0
"May, Mr. Arthur William",male,22.0,engineering crew,S,England,,,0
"May, Mr. Arthur William",male,59.0,engineering crew,S,England,,,0
"Maynard, Mr. Isaac Hiram",male,31.0,victualling crew,B,England,,,1
"Mayo, Mr. William Peter",male,28.0,engineering crew,S,England,,,0
"Maytum, Mr. Alfred",male,53.0,victualling crew,B,England,,,0
"Mayzes, Mr. Thomas Jubilee",male,25.0,engineering crew,S,England,,,1
"McAndrew, Mr. Thomas Patrick",male,38.0,engineering crew,S,England,,,0
"McAndrews, Mr. William",male,23.0,engineering crew,S,,,,0
"McCarthy, Mr. Frederick James",male,38.0,victualling crew,S,England,,,0
"McCarthy, Mr. William",male,47.0,deck crew,S,Ireland,,,1
"McCastlan, Mr. W.",male,38.0,engineering crew,S,England,,,0
"McCawley, Mr. Thomas W.",male,36.0,victualling crew,B,Scotland,,,0
"McElroy, Mr. Hugh Walter",male,37.0,victualling crew,S,England,,,0
"McGann, Mr. James",male,29.0,engineering crew,S,England,,,1
"McGarvey, Mr. Edward Joseph",male,34.0,engineering crew,S,England,,,0
"McGaw, Mr. Erroll Victor",male,30.0,engineering crew,S,England,,,0
"McGough, Mr. George Francis 'Paddy'",male,36.0,deck crew,S,Ireland,,,1
"McGrady, Mr. James",male,17.0,victualling crew,S,England,,,0
"McInerney, Mr. Thomas",male,38.0,engineering crew,S,England,,,0
"McIntyre, Mr. William",male,21.0,engineering crew,S,England,,,1
"McKay, Mr. Charles Donald",male,30.0,victualling crew,B,England,,,1
"McLaren, Mrs. Hypatia",female,40.0,victualling crew,S,England,,,1
"McMicken, Mr. Arthur",male,23.0,victualling crew,B,England,,,1
"McMicken, Mr. Benjamin Tucker",male,21.0,victualling crew,B,England,,,0
"McMullin, Mr. John Richard",male,36.0,victualling crew,B,England,,,0
"McMurray, Mr. William",male,44.0,victualling crew,B,England,,,0
"McQuillan, Mr. William",male,26.0,engineering crew,B,Northern Ireland,,,0
"McRae, Mr. William Alexander",male,32.0,engineering crew,S,England,,,0
"McReynolds, Mr. William",male,22.0,engineering crew,B,Northern Ireland,,,0
"Mellor, Mr. Arthur",male,34.0,victualling crew,S,England,,,0
"Middleton, Mr. Alfred Pirrie",male,27.0,engineering crew,B,Ireland,,,0
"Middleton, Mr. Mark Victor",male,28.0,victualling crew,S,England,,,0
"Milford, Mr. George",male,28.0,engineering crew,S,England,,,0
"Millar, Mr. Robert",male,26.0,engineering crew,B,Scotland,,,0
"Millar, Mr. Thomas",male,32.0,engineering crew,B,Northern Ireland,,,0
"Mills, Mr. Christopher",male,51.0,victualling crew,S,England,,,1
"Mintram, Mr. William",male,46.0,engineering crew,S,England,,,0
"Mishellany, Mr. Abraham Mansoor",male,53.0,victualling crew,B,Lebanon,,,0
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19.0,engineering crew,S,England,,,0
"Monrós, Sr. Joan Javier",male,20.0,restaurant staff,S,Spain,,,0
"Monteverdi, Sig. Giovanni",male,23.0,restaurant staff,S,England,,,0
"Moody, Mr. James Paul",male,24.0,deck crew,B,England,,,0
"Moore, Mr. Alfred Ernest",male,39.0,victualling crew,S,England,,,0
"Moore, Mr. George Alfred",male,32.0,deck crew,S,England,,,1
"Moore, Mr. John J.",male,29.0,engineering crew,S,England,,,1
"Moore, Mr. Ralph",male,22.0,engineering crew,S,England,,,0
"Moores, Mr. Richard Henry",male,44.0,engineering crew,S,England,,,0
"Morgan (Bird), Mr. Charles Frederick",male,42.0,victualling crew,S,England,,,0
"Morgan, Mr. Arthur Herbert",male,27.0,engineering crew,S,England,,,0
"Morgan, Mr. Thomas A.",male,26.0,engineering crew,S,England,,,0
"Morris, Mr. Arthur",male,30.0,engineering crew,S,England,,,0
"Morris, Mr. Frank Herbert",male,28.0,victualling crew,B,England,,,1
"Morris, Mr. William Edward",male,23.0,engineering crew,S,England,,,0
"Moss, Mr. William",male,36.0,victualling crew,B,England,,,0
"Moyes, Mr. William Young",male,24.0,engineering crew,B,Scotland,,,0
"Müller, Mr. Ludwig",male,37.0,victualling crew,S,England,,,0
"Mullin, Mr. Thomas",male,20.0,victualling crew,S,Scotland,,,0
"Murdoch, Mr. William McMaster",male,39.0,deck crew,B,Scotland,,,0
"Nannini, Sig. Francesco Luigi Arcangelo",male,42.0,restaurant staff,S,Italy,,,0
"Neal, Mr. Bentley Harold",male,26.0,victualling crew,S,England,,,1
"Nettleton, Mr. George Walter",male,30.0,engineering crew,S,England,,,0
"Newman, Mr. Charles Thomas",male,33.0,engineering crew,S,England,,,0
"Nicholls, Mr. Sidney",male,39.0,victualling crew,S,England,,,0
"Nichols, Mr. Alfred William Stanley",male,48.0,deck crew,B,Australia,,,0
"Nichols, Mr. Arthur",male,46.0,victualling crew,S,England,,,0
"Nichols, Mr. Walter Henry",male,35.0,victualling crew,S,England,,,1
"Niven, Mr. John Brown",male,30.0,engineering crew,S,Scotland,,,0
"Noon, Mr. John Thomas",male,42.0,engineering crew,S,England,,,0
"Norris, Mr. James",male,22.0,engineering crew,S,England,,,0
"Noss, Mr. Bertram Arthur",male,21.0,engineering crew,S,England,,,0
"Noss, Mr. Henry",male,30.0,engineering crew,S,England,,,1
"Nutbean, Mr. William",male,30.0,engineering crew,S,England,,,1
"O'Connor, Mr. John",male,29.0,engineering crew,S,England,,,1
"O'Connor, Mr. Thomas Peter",male,44.0,victualling crew,B,England,,,0
"Olive, Mr. Charles",male,31.0,engineering crew,S,England,,,0
"Olive, Mr. Ernest Roskelly",male,27.0,victualling crew,S,England,,,0
"Oliver, Mr. H.",male,32.0,engineering crew,S,England,,,1
"Olliver, Mr. Alfred John",male,27.0,deck crew,B,Channel Islands,,,1
"O'Loughlin, Dr. William Francis Norman",male,63.0,deck crew,B,England,,,0
"Orpet, Mr. Walter Hayward",male,31.0,victualling crew,S,England,,,0
"Orr, Mr. James",male,39.0,victualling crew,S,Scotland,,,0
"Osborne, Mr. William Edward",male,32.0,victualling crew,B,England,,,0
"Osman, Mr. Frank",male,27.0,deck crew,S,England,,,1
"Othen, Mr. Charles Alfred",male,36.0,engineering crew,S,England,,,1
"Owen, Mr. Lewis",male,43.0,victualling crew,S,Wales,,,0
"Pacey, Mr. Reginald lvan",male,17.0,victualling crew,S,England,,,0
"Pachera, Sig. Jean Baptiste Stanislas",male,19.0,restaurant staff,S,England,,,0
"Paice, Mr. Richard Charles John",male,32.0,engineering crew,S,England,,,0
"Painter, Mr. Charles",male,32.0,engineering crew,S,England,,,0
"Painter, Mr. Frank",male,29.0,engineering crew,S,England,,,0
"Paintin, Mr. James Arthur",male,29.0,victualling crew,S,England,,,0
"Palles, Mr. Thomas Henry Michael",male,45.0,engineering crew,B,England,,,0
"Parsons, Mr. Edward",male,37.0,victualling crew,S,England,,,0
"Parsons, Mr. Frank Alfred",male,27.0,engineering crew,B,England,,,0
"Parsons, Mr. Richard Henry",male,18.0,victualling crew,S,England,,,0
"Pascoe, Mr. Charles H.",male,45.0,deck crew,S,England,,,1
"Pearce, Mr. Alfred Emest",male,24.0,victualling crew,S,England,,,0
"Pearce, Mr. John",male,28.0,engineering crew,S,England,,,1
"Pearcey, Mr. Albert Victor",male,25.0,victualling crew,S,England,,,1
"Pedrini, Sig. Alessandro",male,21.0,restaurant staff,S,England,,,0
"Pelham, Mr. George",male,39.0,engineering crew,S,England,,,1
"Pennal, Mr. Thomas Frederick Cohen",male,34.0,victualling crew,S,England,,,0
"Penny, Mr. William Farr",male,31.0,victualling crew,S,England,,,0
"Penrose, Mr. John Poole",male,49.0,victualling crew,B,England,,,0
"Peracchio, Sig. Alberto",male,20.0,restaurant staff,S,England,,,0
"Peracchio, Sig. Sebastiano",male,17.0,restaurant staff,S,England,,,0
"Perkins, Mr. Laurence Alexander",male,22.0,victualling crew,S,England,,,0
"Perkis, Mr. Walter John",male,37.0,deck crew,B,England,,,1
"Perotti, Sig. Alfonso",male,20.0,restaurant staff,S,England,,,0
"Perren, Mr. William Charles",male,48.0,victualling crew,S,England,,,0
"Perriton, Mr. Hubert Prouse",male,32.0,victualling crew,S,England,,,0
"Perry, Mr. Edgar Lionel",male,19.0,engineering crew,S,England,,,1
"Perry, Mr. Henry Frederick",male,23.0,engineering crew,S,England,,,0
"Peters, Mr. William Chapman",male,26.0,deck crew,S,England,,,1
"Petty, Mr. Edwin Henry",male,25.0,victualling crew,S,England,,,0
"Pfropper, Mr. Richard Paul Jozef",male,30.0,victualling crew,S,Germany,,,1
"Phillimore, Mr. Harold Charles William",male,23.0,victualling crew,B,England,,,1
"Phillips, Mr. A. George",male,27.0,engineering crew,S,England,,,0
"Phillips, Mr. John George",male,25.0,victualling crew,B,England,,,0
"Phillips, Mr. Walter John",male,35.0,restaurant staff,S,England,,,0
"Piatti, Sig. Louis",male,17.0,restaurant staff,S,England,,,0
"Piazza, Sig. Pompeo Gaspro",male,33.0,restaurant staff,S,England,,,0
"Pitfield, Mr. William James",male,25.0,engineering crew,S,England,,,0
"Pitman, Mr. Herbert John",male,34.0,deck crew,B,England,,,1
"Platt, Mr. Wilfred George",male,18.0,victualling crew,S,England,,,0
"Podesta, Mr. Alfred John Alexander",male,24.0,engineering crew,S,England,,,1
"Poggi, Sig. Emilio",male,28.0,restaurant staff,S,England,,,0
"Poingdestre, Mr. John Thomas",male,33.0,deck crew,S,Channel Islands,,,1
"Pond, Mr. George",male,33.0,engineering crew,S,England,,,0
"Pook, Mr. Percy Robert",male,36.0,victualling crew,S,England,,,0
"Porteus, Mr. Thomas Henry",male,34.0,victualling crew,S,England,,,0
"Port, Mr. Frank",male,22.0,victualling crew,S,England,,,1
"Prangnell, Mr. George Alexander",male,30.0,engineering crew,S,England,,,1
"Prentice, Mr. Frank Winnold",male,23.0,victualling crew,S,England,,,1
"Preston, Mr. Thomas Charles Alfred",male,20.0,engineering crew,S,England,,,0
"Price, Mr. Ernest Cyril",male,17.0,restaurant staff,S,England,,,0
"Prichard, Mrs. Alice Maud",female,36.0,victualling crew,S,England,,,1
"Prideaux, Mr. John Arthur (Jack)",male,23.0,victualling crew,S,England,,,0
"Priest, Mr. Arthur John",male,24.0,engineering crew,S,England,,,1
"Prior, Mr. Harold John Arnold",male,21.0,victualling crew,S,England,,,1
"Proctor, Mr. Charles",male,46.0,victualling crew,B,England,,,0
"Proudfoot, Mr. Richard Royston",male,22.0,engineering crew,S,England,,,0
"Pryce, Mr. Charles William",male,23.0,victualling crew,S,England,,,0
"Pugh, Mr. Alfred",male,20.0,victualling crew,S,England,,,1
"Pugh, Mr. Arthur Percy",male,31.0,engineering crew,S,England,,,0
"Pusey, Mr. William Robert Holland",male,22.0,engineering crew,S,England,,,1
"Puzey, Mr. John Edward",male,44.0,victualling crew,B,England,,,0
"Randall, Mr. Frank Henry",male,29.0,victualling crew,S,England,,,0
"Ranger, Mr. Thomas",male,29.0,engineering crew,S,England,,,1
"Ransom, Mr. James Augustus",male,50.0,victualling crew,B,England,,,0
"Rattenbury, Mr. William Henry",male,38.0,victualling crew,B,Channel Islands,,,0
"Ratti, Sig. Enrico",male,21.0,restaurant staff,S,England,,,0
"Ray, Mr. Frederick Dent",male,32.0,victualling crew,B,England,,,1
"Read, Mr. Joseph",male,20.0,engineering crew,S,England,,,0
"Reed, Mr. Thomas Charles Prowse",male,55.0,victualling crew,S,England,,,0
"Reeves, Mr. Frederick Simms",male,34.0,engineering crew,S,England,,,0
"Reid, Mr. Robert Thomas",male,30.0,engineering crew,S,England,,,0
"Revell, Mr. William James Francis",male,31.0,victualling crew,B,England,,,0
"Ricaldone, Sig. Rinaldo Renato",male,22.0,restaurant staff,S,England,,,0
"Rice, Mr. Charles",male,32.0,engineering crew,S,England,,,1
"Rice, Mr. John Reginald",male,25.0,victualling crew,S,England,,,0
"Rice, Mr. Percy",male,19.0,victualling crew,S,England,,,0
"Richards, Mr. Joseph James",male,30.0,engineering crew,S,England,,,0
"Rickman, Mr. George Albert",male,36.0,engineering crew,S,England,,,0
"Ricks, Mr. Cyril Gordon",male,22.0,victualling crew,S,England,,,0
"Ridout, Mr. Walter George",male,30.0,victualling crew,S,England,,,0
"Rigozzi, Sig. Abele",male,22.0,restaurant staff,S,England,,,0
"Rimmer, Mr. Gilbert",male,29.0,victualling crew,S,England,,,0
"Roberton, Mr. George Edward",male,19.0,victualling crew,S,England,,,0
"Roberts, Mr. Frank John",male,37.0,victualling crew,B,England,,,0
"Roberts, Mr. Hugh H.",male,40.0,victualling crew,B,Wales,,,0
"Roberts, Mr. Robert George",male,35.0,engineering crew,S,England,,,0
"Roberts, Mrs. Mary Kezia",female,41.0,victualling crew,S,England,,,1
"Robinson, Mr. James William",male,30.0,victualling crew,S,England,,,0
"Robinson, Mrs. Annie",female,41.0,victualling crew,S,England,,,1
"Rogers, Mr. Edward James William",male,31.0,victualling crew,S,England,,,0
"Rogers, Mr. Michael",male,27.0,victualling crew,S,Ireland,,,0
"Ross, Mr. Horace Leopold",male,36.0,victualling crew,S,England,,,1
"Rotta, Sig. Angelo Mario",male,23.0,restaurant staff,S,England,,,0
"Rous, Mr. Arthur John",male,26.0,engineering crew,B,England,,,0
"Rousseau, Mr. Pierre",male,49.0,restaurant staff,S,England,,,0
"Rowe, Mr. Edgar Maurice",male,31.0,victualling crew,B,England,,,0
"Rowe, Mr. George Thomas",male,32.0,deck crew,B,England,,,1
"Rudd, Mr. Henry",male,24.0,engineering crew,S,England,,,0
"Rule, Mr. Samuel James",male,58.0,victualling crew,B,England,,,1
"Russell, Mr. Boysie Richard",male,17.0,victualling crew,S,England,,,0
"Rutter, Mr. Sidney Frank",male,27.0,engineering crew,S,England,,,0
"Ryan, Mr. Thomas",male,28.0,victualling crew,S,Channel Islands,,,0
"Ryerson, Mr. William Edwy",male,33.0,victualling crew,S,Canada,,,1
"Saccaggi, Sig. Giovanni Giuseppe Emilio",male,24.0,restaurant staff,S,Italy,,,0
"Salussolia, Sig. Govanni",male,25.0,restaurant staff,S,England,,,0
"Samuel, Mr. Owen Wilmore",male,47.0,victualling crew,S,Wales,,,0
"Sangster, Mr. Charles Edward",male,30.0,engineering crew,S,England,,,0
"Sartori, Sig. Lazar",male,24.0,restaurant staff,S,England,,,0
"Saunders, Mr. D. E.",male,26.0,victualling crew,S,England,,,0
"Saunders, Mr. F.",male,22.0,engineering crew,S,England,,,0
"Saunders, Mr. W.",male,23.0,engineering crew,S,England,,,0
"Saunders, Mr. Walter Ernest",male,23.0,engineering crew,S,England,,,0
"Savage, Mr. Charles Joseph",male,23.0,victualling crew,S,England,,,1
"Sawyer, Mr. Robert James",male,31.0,deck crew,S,England,,,0
